比赛元数据项,比赛元数据值,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18
赛事标题,1992总决赛G6：开拓者93-97公牛,,,,,,,,,,,,,,,,,,,
赛事类型,赛事类型：总决赛G6,,,,,,,,,,,,,,,,,,,
比赛时间,比赛时间：1992年06月14日 June 14,,,,,,,,,,,,,,,,,,,
比赛主/客队,主队：芝加哥公牛/客队：波特兰开拓者,,,,,,,,,,,,,,,,,,,
比赛裁判,"裁判：Hugh Evans, Mike Mathis, Ed T. Rush",,,,,,,,,,,,,,,,,,,
比赛客队未上场球员,None,,,,,,,,,,,,,,,,,,,
比赛主队未上场球员,None,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
开拓者全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
特里-波特,47:00,7,15,.467,1,2,.500,7,7,1.0,1,5,6,7,1,0,4,3,22,
杰罗姆-克西,45:00,11,20,.550,0,1,.0,2,2,1.0,6,3,9,4,2,0,6,4,24,
克莱德-德雷克斯勒,43:00,8,24,.333,1,3,.333,7,7,1.0,3,5,8,2,2,2,3,5,24,
巴克-威廉姆斯,41:00,1,4,.250,0,0,0,5,5,1.0,1,7,8,2,1,0,4,4,7,
凯文-达克沃斯,17:00,2,3,.667,0,0,0,0,0,0,2,4,6,1,1,1,2,5,4,
克利弗德-罗宾逊,26:00,5,10,.500,0,0,0,0,0,0,0,1,1,2,2,2,1,1,10,
丹尼-安吉,21:00,1,2,.500,0,1,.0,0,0,0,0,0,0,3,2,0,1,2,2,
,,,,,,,,,,,,,,,,,,,,
公牛全场基础数据,,,,,,,,,,,,,,,,,,,,
球员,分钟,命中,投篮次数,命中率,3分命中,3分投篮,3分命中率,罚球命中,罚球次数,罚球命中率,前场篮板,后场篮板,篮板,助攻,抢断,盖帽,失误,犯规,得分,正负值
迈克尔-乔丹,43:00,13,24,.542,2,3,.667,5,5,1.0,1,3,4,4,4,1,4,3,33,
斯科蒂-皮蓬,43:00,9,17,.529,2,3,.667,6,6,1.0,4,1,5,4,0,1,5,3,26,
霍雷斯-格兰特,36:00,1,1,1.0,0,0,0,0,2,.0,0,5,5,5,0,1,0,2,2,
约翰-帕克森,29:00,6,9,.667,1,4,.250,0,0,0,0,3,3,2,2,0,2,2,13,
比尔-卡特赖特,19:00,2,5,.400,0,0,0,0,0,0,0,1,1,0,0,0,4,2,4,
斯格特-威廉姆斯,24:00,2,5,.400,0,0,0,0,0,0,3,5,8,0,0,2,0,2,4,
B.J. Armstrong,19:00,3,7,.429,0,2,.0,0,0,0,0,1,1,4,0,0,2,3,6,
斯塔塞-金,16:00,1,4,.250,0,0,0,3,4,.750,0,3,3,0,0,0,1,0,5,
克里夫-莱温斯顿,6:00,0,0,0,0,0,0,1,4,.250,1,0,1,0,1,0,0,1,1,
鲍伯-汉森,5:00,1,1,1.0,1,1,1.0,0,0,0,0,0,0,1,1,0,0,1,3,
